Headline,Galtung's Criteria,Class
"Dramatic footage shows men, women and children scrambling for cover as a missile hits a refugee camp.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"US-led coalition air raids killed at least 35 civilians, including many women and children, in an eastern Syrian town held by ISIL, according to a war monitor.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Condemning chemical attacks in Syria isn't stopping Syrians from being killed by chemical attacks.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Days after US President Trump announced the pullback of US troops in northeast Syria, Turkey launched a military offensive in the area. There are fears that the operation will further destabilize the region and lead to a resurgence of ISIS. Just weeks ago, CNNâ€™s Arwa Damon went inside a refugee camp for those displaced from territory previously controlled by the terror group, and saw firsthand how families of ISIS members, shunned by the international community, are trying to bring their fundamentalist utopia back to life.","Focus only on visible effect of violence (killed, wounded and material damage)",War
France has carried out its first air strikes in Syria against the Islamic State of Iraq and the Levant (ISIL) group.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
Investigative report says Saudi Arabia and the UAE have supplied weapons to armed groups in Syria and Iraq using different intermediaries and diplomatic cover.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Weâ€™re in New York, where the United Nations Security Council is holding an emergency session in response to reports of a chemical attack in Syria.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"The US-backed assault to drive Islamic State of Iraq and the Levant (ISIL) from its Syrian capital Raqqa in 2017  killed more than 1,600 civilians, a figure 10 times the toll the coalition has acknowledged, according to a new report.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"During the UN Security Council's emergency meeting on Syria, US Ambassador to the UN Samantha Power excoriated Syria, Russia and Iran for the bloodshed in Aleppo. ""Your barrel bombs and airstrikes ... it is your noose,"" she said. ""Three member states of the UN contributing to a noose around civilians.""","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Abdel-Basset al-Sarout, a popular protest singer from Homs, died of wounds sustained in fighting in Syria's northwest.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Pictures showed smoke rising from the hilltop tomb of Mohammed Bin Ali, a companion of the Prophet Muhammad's cousin, Imam Ali.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Jouma was left completely blind at the age of three, after an air strike hit a bus he and his family were on whilst fleeing their home in Syria in 2018.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"At least two civilians have been killed in overnight Israeli air attacks on the outskirts of Syria's capital, Damascus","Focus only on visible effect of violence (killed, wounded and material damage)",War
Eurocontrol warns airlines to exercise caution in the eastern Mediterranean due to the possible launch of air strikes into Syria in the next  72 hours.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
One of the rockets dropped just in front of the main entrance of the hospital near the emergency entrance. The hospital has suffered severe damage.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Russian warplanes unleashed a new wave of air strikes against opponents of Syrian President Bashar al-Assad, amid concerns that many of Moscow's targets were civilian.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Opinion: ""I've been to Syria a bit in the last four years and to Iraq and Afghanistan a lot over the last 25 years. I know many Syrians; every single one wants to return to Syria. The refugee problem in Europe is of our own making. It is a direct result of our inactivity towards Syria hitherto, and particular, us ignoring the perceived and stated red lines on the use of chemical weapons after the Ghouta chemical attack in August 2013, which killed up to 1,500 people."" Hamish de Bretton-Gordon, a chemical weapons adviser to NGOs working in Syria and Iraq, writes for Al Jazeera.","Focus only on visible effect of violence (killed, wounded and material damage)",War
US President Donald Trump has confirmed the death of ISIL leader Abu Bakr al-Baghdadi in a military operation in Syria's northwestern Idlib province.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
The US has vowed to respond to the alleged chemical attack in Syria with missile strikes. Here are 5 things you need to know:,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"10 year old Abdullah Omar saw his father being killed by soldiers in his village in Syria. When he came to the Maram orphanage in Reyhanli, Turkey, 6 months ago, he was struggling with severe behavioural issues. Mayada Abdi, director of the orphanage in tells us his story. Follow our Syria coverage:","Focus only on visible effect of violence (killed, wounded and material damage)",War
French aircraft have struck the IS stronghold of Raqqa,"Focus only on visible effect of violence (killed, wounded and material damage)",War
Chaos after a car bomb killed at least 40 people in Syria.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
French aircraft have struck the IS stronghold of Raqqa,"Focus only on visible effect of violence (killed, wounded and material damage)",War
Chaos after a car bomb killed at least 40 people in Syria.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Syrian army threatens to ""amputate the arms of the perpetrators,"" after accusing Israel of striking the Mazzeh military air base.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"The White House said that Syrian President Bashar al-Assad may be preparing a chemical weapons attack that would result in the ""mass murder"" of civilians.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"At least 28 civilians, among them four children, were killed in air raids in Idlib, Syria.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Dramatic video captures the rescue of this five-year-old Syrian girl trapped in rubble after a house is bombed in Damascus. Since the Syrian civil war in 2011, about 400,000 people have been killed","Focus only on visible effect of violence (killed, wounded and material damage)",War
Russia's defence ministry says it is checking claims that ISIL leader Abu Bakr al-Baghdadi was killed in a Russian strike in May along with other senior group commanders.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"""Get out! Get out! It's in the car!"" Watch the moment a tear gas missile strikes a BBC film crew on the Turkey-Syria border, leaving them gasping for air.","Focus only on visible effect of violence (killed, wounded and material damage)",War
This is why it's so hard to stop chlorine gas attacks in Syria.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"In Pflugerville, Texas, worshippers arrived at their local mosque on Monday morning to find faeces smeared on the door and a torn-up copy of the Quran on the doorstep. Al Jazeera's Patrick Strickland reports.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"US, UK and France launch strikes in Syria. Here are all the latest updates.","Focus only on visible effect of violence (killed, wounded and material damage)",War
ISIL captures last government oilfield in Syria,"Focus only on visible effect of violence (killed, wounded and material damage)",War
BREAKING: Hundreds of people being killed in worst violence in Syria since last year's Aleppo battle. More details soon...,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"People don't realise that these air strikes are chemical ones until they're hit with the reality, and they start seeing the symptoms [mouth foaming, fainting],","Focus only on visible effect of violence (killed, wounded and material damage)",War
"We wish it hadn't happened, but it happened. I hope something like this doesn't happen again. - President Recep Tayyip Erdogan:","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Extreme winter weather has wrecked Syrian refugee camps in Lebanon and Syria, destroying tents and exposing hundreds of people to extreme weather conditions. âž” Watch the video (1:45 mins) â–¶","Focus only on visible effect of violence (killed, wounded and material damage)",War
"A new massacre happened this morning when Russian warplanes bombed the Marjeh neighbourhood killing 14 people from the same family, most of them women and children.","Focus only on visible effect of violence (killed, wounded and material damage)",War
UN investigators have documented at least 33 alleged chemical-weapons attacks in Syria since 2011.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
Syria's civil war is flooding Lebanon with cannabis.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Syrian President Bashar al-Assad has slammed his Turkish counterpart Recep Tayyip Erdogan as a ""thief"" for attacking his country and reiterated a pledge to retake all areas lost by his government during the civil war, state media reported.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Video appears to show Syrian rebels beheading a captured Palestinian boy who they say is a pro-government fighter.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"BREAKING: Several key leaders of ISIL, including its finance minister, have been killed in US raid, Defence Secretary Ash Carter says. \","Focus only on visible effect of violence (killed, wounded and material damage)",War
"What we learned from the Pentagon briefing on US airstrikes against Syria: â€¢ 105 missiles were launched â€¢ The strike was ""double the size"" of the last one in April 2017 Three targets related to chemical weapons were successfully hit â€¢ No known civilian casualties Live updates:","Focus only on visible effect of violence (killed, wounded and material damage)",War
Rebels have attacked and burnt several buses sent to evacuate Shia villages in Syria.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Saudi Arabia demands that Russia end its military operations against targets in Syria. Speaking at the United Nations in New York on Wednesday, Saudi diplomat Abdallah Al-Mouallimi said that the ISIL group was not present in the areas that were attacked by Russian jets.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Turkey has launched air strikes against Islamic State of Iraq and the Levant (ISIL) positions in Syria following a suicide bomb attack by a suspected ISIL affiliate in Suruc.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
The explosion targeted buses carrying evacuees from besieged towns.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"The biggest weapon that Assad uses are the barrel bombs or surface to surface missiles, but since the Russians got involved, they've been using much more powerful weapons.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"There is no movement outside right now ... No one has left yet. We didn't sleep last night. - Zouhir Al Shimale, a journalist in east Aleppo","Focus only on visible effect of violence (killed, wounded and material damage)",War
This is a tragedy. It is an outrage and - if deliberate - it is a war crime.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Syria's ambassador to the UN, Bashar Al Jaafari, laughs when asked about hospital bombings in Aleppo by Al Jazeera's James Bays.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Russian helicopters are searching for pilots after warplane shot down by Turkey over Syria,"Focus only on visible effect of violence (killed, wounded and material damage)",War
Developing: Turkish army hits ISIL in Syria after shooting,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"BREAKING: A total of 397 MPs voted in favour of air strikes in Syria against ISIL, while 223 voted against.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"What Assad did is terrible. President Donald J. Trump comments on chemical attack in Syria. ""Something should happen.""","Focus only on visible effect of violence (killed, wounded and material damage)",War
"â€œHelp us,â€ begs a doctor in a hospital thatâ€™s been bombed multiple times, â€œWeâ€™re human beings.â€ In Idlib, the last rebel stronghold in Syria, hospitals, markets and schools have been systematically targeted. CNNâ€™s Arwa Damon takes us inside the besieged city to meet children, mothers, farmers and others who are struggling to stay alive.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Syria, in any sense as to the country it was, is dead and as we mark the 4th anniversary of the Middle East's most bloody conflict in a generation it is time to foster a new approach for the future.","Focus only on visible effect of violence (killed, wounded and material damage)",War
The strikes were the latest in a series of Israeli attacks on Syria.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
The Turkish military says three of its soldiers have been killed and 10 more wounded in Syria by an air strike allegedly launched by Syrian government forces.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
This dramatic video captures the rescue of a 5-year-old girl. She was trapped in the rubble after a house was bombed in Syria,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Whether in Syria, Afghanistan or Yemen, civilians are always the first casualties of war. And governments have become very skilled at shifting blame and responsibility. So who holds states accountable for killing non-combatants? And how do they try to avoid blame and responsibility for those deaths?","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Donald Trump has called the Syrian President an ""animal"" and condemned his allies over a suspected chemical attack. In a tweet he said there will be a ""big price to pay.""","Focus only on visible effect of violence (killed, wounded and material damage)",War
The majority of those killed were civilians.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"More than 470 people, including 150 children, have been killed in Syria's Eastern Ghouta since Sunday.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Turkish forces destroyed Kurdish rebel targets in Syria after YPG fighters opened fire on Turkey-backed rebels,"Focus only on visible effect of violence (killed, wounded and material damage)",War
We only need the Russian bombers to stop killing our children. We don't want to leave.\,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"I counted 33 bodies as my wife and I escaped west of town. They shot and killed my mother-in-law in front of us, then when my uncle ran to pick her up from the road, they shot and killed him too, he told Al Jazeera as he sobbed on the phone, barely catching his breath. Activist tells Al Jazeera what happened in Syria's Kobane. \","Focus only on visible effect of violence (killed, wounded and material damage)",War
Millions of children in Syria come under attack on a daily basis.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"In Pictures: Israel, Syria, Lebanon, Jordan, and Cyprus have all been struck by an unexpected sandstorm. The storm is reported to have killed at least 12 people across the region, while the meteorological department at Beirut's Rafik Hariri International Airport have described it as being ""unprecedented"" in Lebanon's modern history.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Surprise visit comes as regional tensions intensify over Syria's ally Iran vowing response to Soleimani's killing.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Sean Spicer said a suspected gas attack in Syria that killed dozens, including children, was a consequence of the Barack Obama administration's ""weakness and irresolution.""","Focus only on visible effect of violence (killed, wounded and material damage)",War
Iran has confirmed that a general of its elite Revolutionary Guards has died in an Israeli strike on Syria that also killed six members of the Lebanese group Hezbollah.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
Our outrage at this attack is enormous.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
BREAKING: ISIL claims attack in Syrian town near Turkey that killed at least 50; death toll feared to rise,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Moscow insists it is bringing humanitarian aid to a stricken nation, but the US, which is attacking ISIL in Syria, is worried Russia is preparing to assist militarily and strike rebel groups to help prop up long-time ally Assad.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"We are afraid of going to school, because many of the schools around us have been bombed and students have been killed while they were in class, Nour, a ninth grade student in the rebel-held part of Syria's Aleppo says.","Focus only on visible effect of violence (killed, wounded and material damage)",War
At least 146 civilians killed in massacre activists describe as one of the worst to have taken place in Syria.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"At least 52 civilians have been killed in US-led air strikes targeting Islamic State of Iraq and the Levant (ISIL) positions in a village in northern Syria, the Syrian Observatory for Human Rights has said. According to the Observatory, the air campaign has killed more than 2,000 people in total, including at least 1,922 ISIL fighters.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"No child of God should ever suffer such horror, President Donald J. Trump said of the chemical attacks.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Al-Baghdadi killed himself after running into a tunnel during a US operation in northwest Syria.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"A soldier has been killed and several injured in Quneitra province after an Israeli air attack, says Syrian state media.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Vladimir Putin apologises after Turkish troops supporting Syrian rebels were accidentally killed.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
President Donald Trump says the IS leader Abu Bakr al-Baghdadi was killed by US special forces in Syria's Idlib province.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Turkish jets have bombed SDF military positions and villages in Tal Abyad, Ras al-Ain, Qamishli and Ain Issa.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"This Syrian girl took her dolls and hid them inside a box. She told the dolls: ""'You're going to suffocate in here, maybe, but at least you might be safe from the bombings,'"" CNN's Arwa Damon says. Here's a look inside a refugee camp in northern Syria hours after a coordinated US-led airstrike hit the area.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"How do Syrian children explain the war? On the fifth anniversary of war breaking out, Syria's children tell us about their nightmares and loved ones killed.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Syria's government has called the allegations of a chemical attack a ""fabrication"" despite graphic images.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"At least 44 people, including six children, were killed in 24 hours due to Russian and Syrian air strikes across the country, the Syrian Network for Human Rights (SNHR) reported on Saturday.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Three pro-government fighters killed and at least two more wounded in Quneitra province in Syria's Golan Heights after Israeli attack. Attack,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"ISIL has released a video purportedly showing the killing of Japanese hostage Kenji Goto, a monitoring service has said. The video released online by the armed group shows the journalist who was abducted while reporting on Syria's civil war last year being beheaded with a knife by a black-clad masked fighter. The Japanese government said it was trying to authenticate the video.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"â€œTo those who say, â€˜Oh, they were killed because we're leavingâ€™: No, theyâ€™re killed because we were there,â€ says Sen. Rand Paul, who met with President Trump after the Syria attack that killed 4 Americans.]","Focus only on visible effect of violence (killed, wounded and material damage)",War
"The Turkish defence ministry said 49 more ""terrorists"" were killed in the military operation, in reference to Syrian Kurdish fighters.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"The US, UK and France have launched missile strikes on Syrian government facilities in retaliation for a suspected chemical weapons attack on the town of Douma last Saturday.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Four Turkish soldiers have been killed in shelling by Syrian government forces in northwest Syria's Idlib region, according to Turkey's defence ministry.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Syria: - UN envoy calls for truce around Aleppo - 33 people killed on Saturday - Brother of Omran Daqneesh, who was pictured in viral video, among the dead","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Dr Hasan al-Araj was the last cardiologist in Hama province. He worked out of a hospital built into the side of a mountain, but was killed in April when an ambulance he was riding in was hit by an air strike","Focus only on visible effect of violence (killed, wounded and material damage)",War
"At least 34 civilians, including nine children, have been killed in a Russian air raid on Euphrates River ferries near Syria's Deir Az Zor city, according to a monitoring group","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Opinion: ""The #ParisAttacks surely boost Erdogan's case, and that of European leaders, for unity against terrorism. But whether Turkey's president can summon the will and skill to rally world leaders to meaningful commitments, and bolster his country's reputation in the process, is another matter."" David Lepeska, a freelance journalist based in Istanbul, writes for Al Jazeera.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Nearly 300 civilians killed in attacks in northwest Syria with 93 percent caused by Syrian and Russian forces, UN says.","Focus only on visible effect of violence (killed, wounded and material damage)",War
These are the men who watch out for bombs over Aleppo. Watch more:,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"What is happening, is Aleppo is under attack.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Air raids by the Syrian government and its allies in the country's last rebel-held enclave have killed more than 100 civilians in the past 10 days, according to the United Nations, which said the three-month campaign has displaced more than 400,000 people.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Russian President Putin and Iranian President Rouhani warned that there would be consequences for the attacks on Syria.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Assad told us we must kill these people who are making demonstrations. The protesters were shouting 'Freedom! Freedom!', and he said we must kill these people. I did not want to do that.","Focus only on visible effect of violence (killed, wounded and material damage)",War
He was killed in a US operation.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Attacks by Israel near Damascus and in Homs killed nine pro-government fighters and six civilians, monitor says.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Eighteen UN lorries containing wheat, winter clothes and medical supplies were destroyed by warplanes near Aleppo.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"As the Syrian conflict enters its seventh year, more than 465,000 people have been killed in the fighting.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"BREAKING: Turkish shelling and air strikes have killed at least 20 civilians in Syria on the fifth day of an incursion against ISIL and Kurdish forces, a monitor said.","Focus only on visible effect of violence (killed, wounded and material damage)",War
The civilians in these areas have no place to go or hide from the US bombardment of their villages,"Focus only on visible effect of violence (killed, wounded and material damage)",War
The Islamic State of Iraq and the Levant (ISIL) group has released a video showing 25 Syrian government soldiers being killed by teenagers in the ancient amphitheatre in the city of Palmyra.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Syrian government has conducted nearly 7,000 air strikes during the month of July, according to the Syrian Observatory for Human Rights, making it the most intense bombing reported in one month since the beginning of the conflict in 2011.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"â€œOnly a monster does this. ... The Russian regime, whose hands are all covered in the blood of Syrian children, cannot be ashamed by pictures of its victims,"" US ambassador to the United Nations Nikki Haley addresses the alleged chemical attack in Syria during a UN Security Council meeting","Focus only on visible effect of violence (killed, wounded and material damage)",War
"A suspected chemical attack in Idlib killed at least 78 people, including 11 children. But it's far from the first chemical attack in Syria.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Here's how some Syrians reacted to the attack.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
We warn that the Syrian Air Force is ready to destroy Turkish air targets in the skies of Syria.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"   
Before this, we were only thinking about the war when we were in Syria. We were drawing tanks and blood. We were drawing ISIL fighters killing people with knives.""","Focus only on visible effect of violence (killed, wounded and material damage)",War
"US military ""reasonably certain"" drone strike in Syria killed IS militant known as ""Jihadi John""","Focus only on visible effect of violence (killed, wounded and material damage)",War
"An Al Jazeera team in Syria narrowly survived a suspected Russian air strike as the crew was covering the aftermath of previous air raids in the northern suburbs of Idlib. The journalists were not hurt in Saturday's attack, but a member of a local rescue team was killed and another one was injured. Al Jazeera's Adham Abu Husam said the crew were in the town of Ihsim reporting on the casualties and destruction caused by previous two air strikes. Follow our Syria coverage:","Focus only on visible effect of violence (killed, wounded and material damage)",War
"We just want the shelling to stop. We want to stop having to pull out civilians, and those that were killed, from under the rubble. - Ahmad Sheikho, Syrian Civil Defence media centre","Focus only on visible effect of violence (killed, wounded and material damage)",War
Mehdi Hasan speaks to the aid group that's first on the scene after attacks in Syria. (via UpFront),"Focus only on visible effect of violence (killed, wounded and material damage)",War
The latest suspected attack comes a day after an international chemical weapons watchdog said it was ready to investigate multiple allegations of chlorine attacks in recent months.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"We do not agree with what Russia is doing, bombarding Aleppo. France is committed as never before to saving the population of Aleppo.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Russia's gross disregard for civilian lives in Syria and its responsibility for illegal attacks makes it unfit to serve on the council.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"BREAKING: Syria inadvertently shot down a Russian military aircraft during an Israeli attack on Syrian targets, Moscow confirms","Focus only on visible effect of violence (killed, wounded and material damage)",War
On Saturday... a twin attack was carried out by two heroes of Islam ...,"Focus only on visible effect of violence (killed, wounded and material damage)",War
At least 32 ISIL fighters have been killed in apparent US-led coalition air strikes in Raqqa,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"The ability to fly manned bombing raids out of Incirlik, a major base used by both US and Turkish forces, against targets in nearby Syria could be a big advantage. Such flights have had to fly mainly from the Gulf.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Details are emerging about how several teams of armed men staged a series of coordinated #ParisAttacks that left at least 129 dead and hundreds more injured in the worst attack in France since World War II.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Clearly the Assad regime did not get the message last year. This time our allies and we have struck harder. Together we have sent a clear message to Assad and his murderous lieutenants that they should not perpetrate another chemical weapons attack, for which they will be held accountable,â€ US Defense Secretary James Mattis said during a briefing on strikes in Syria.","Focus only on visible effect of violence (killed, wounded and material damage)",War
The incident closely followed Sunday's US downing of a piloted Syrian army jet in the southern Raqqa countryside after it dropped bombs near US-backed forces.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"ISIL has killed 120 of its own members, most of them foreign fighters trying to return home","Focus only on visible effect of violence (killed, wounded and material damage)",War
Dozens of civilians killed and wounded in air strikes by the US-led coalition in Syria,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"You shouldn't be partners with a Gas Killing Animal who kills his people - Donald Trump warns Russia to ""get ready"" for a US missile attack in Syria.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"The flight en route from Tehran to Damascus narrowly escaped ""the lethal zone of artillery fire"" as the Syrian air defence forces were trying to repulse an Israeli attack.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Airstrikes and ground operations killed more than 550 civilians in the last eight days.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"The Iraqi investigation into the strikes that killed the Soleimani and Iraqi commander Abu Mahdi al-Muhandis started minutes after the US strike, two Iraqi security officials told Reuters in an exclusive interview.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"In his Easter message, Pope Francis condemned Saturday's blast in Aleppo which killed more than 100 people, mostly evacuees.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"The recurring Israeli attacks on Syria will not succeed in protecting the terrorist organisations, which are Israel's partners and proxies.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"By allowing Turkey to attack the Kurds in Syria, Trump made Israel question the US' reliability as an ally. â€” writes Adnan Abu Amer for #AJOpinion","Focus only on visible effect of violence (killed, wounded and material damage)",War
Some of the families of those killed under torture were forced to sign statements that their loved ones had been killed by rebel groups.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"A Russian air strike in Syria's Deir Az Zor has killed at least 40 ISIL fighters, including several of the group's top commanders, Moscow's defence ministry said. In a statement posted on Facebook on Friday, the defence ministry said the group's leader in Deir Az Zor and its ""minister of war"" were among those killed in the strike.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"The shelling was focused on the underground shelters and mosques and the places that people have tried to hide in, due to the constant bombardment.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"We bomb in one hour. Stay out of our way. That was the message from a Russian general to US diplomats on Wednesday as Russian forces began bombing what they say are ISIL positions in Syria. In this week's Arena on UpFront, former KGB Major-General Oleg Kalugin debates Alexander Nekrassov, a former Kremlin adviser, on Putin's motives in war-torn Syria.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Amid outrage over Douma attack, heated exchange erupted between US and Russia ahead of an urgent UN Security Council meeting.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Nearly 150,000 people are fleeing fierce bombardment in north-west Syria as Syrian government forces supported by Russia advance on rebel-held territory.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Moments ago, President Donald J. Trump visited Dover Air Force Base to pay respects to the four Americans killed in a suicide bombing in Syria this week.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"We look at how the attack by US, UK and France on suspected chemical weapons facilities in Syria unfolded. Follow the latest updates:","Focus only on visible effect of violence (killed, wounded and material damage)",War
"The CIA and Israel's spy agency Mossad were behind an elaborate plot to kill Hezbollah commander Imad Mughniyeh in a 2008 car bomb attack in Syria, the Washington Post has reported.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"How can people go and sit a table with a regime that bombs hospitals, drops chlorine gas again and again and again and again, and acts with impunity?","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Mass executions were authorised at the highest levels of the Syrian government, Amnesty International says. The government has previously denied killing or mistreating detainees.","Focus only on visible effect of violence (killed, wounded and material damage)",War
The news comes as at least one US guided-missile destroyer set off to the coast of Syria after Trump stated the possibility of a military response.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Women's killing prompted Philippine President Rodrigo Duterte to ban the further deployment of Filipino workers to Kuwait, triggering diplomatic tensions.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Russian planes attack targets near the city of Homs, US officials say","Focus only on visible effect of violence (killed, wounded and material damage)",War
"When they arrive, they are children. By the time they leave, they are killing machines Read more:","Focus only on visible effect of violence (killed, wounded and material damage)",War
"At least 63 people, included nine children, killed in air strikes believed to have been carried out by Russian warplanes in Syria's Khasam town - monitoring group","Focus only on visible effect of violence (killed, wounded and material damage)",War
Turkish president says his forces would go back on attack in four days unless Kurdish forces withdraw from 'safe zone'.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Russia and the Syrian government have killed at least 110 civilians over the past 48 hours in Eastern Ghouta, a suburb of the capital Damascus, according to residents and monitoring groups.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"There is a ""high degree of certainty"" that IS militant Mohammed Emwazi was killed near Raqqa in Syria","Focus only on visible effect of violence (killed, wounded and material damage)",War
"The US conducted air attacks in Iraq and Syria against the pro-Iran Kataib Hezbollah armed group, killing at least 27 fighters.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"JUST IN: President Trump calls the suspected chemical attack in Syria ""atrocious"" and says, ""we'll be making some major decisions over the next 24 to 48 hours""","Focus only on visible effect of violence (killed, wounded and material damage)",War
1. What is the objective of the attacks? 2. How many missiles were fired? 3. What types of missiles were fired? 4. What were the targets? 5. What is Russia's response?,"Focus only on visible effect of violence (killed, wounded and material damage)",War
