Headline,Class
"Ankara pledges to continue operation in northeast Syria despite warnings over humanitarian crisis as 100,000 flee homes.",Peace
"""Our children, who were born during the war, know nothing about what normal life would look like. They do not know the different types of fruits. My daughter has never tasted bananas - she can only distinguish between the sound of warplanes and bombs.""",Peace
"Suspected Russian air strikes targeted a hospital run by Doctors Without Borders in the town of Maaret al-Numan in Idlib province, killing at least nine people, including a child. Another hospital was struck in the town of Azaz near the border with Turkey. http://aje.io/v46a:=:http://www.aljazeera.com/news/2016/02/deadly-air-strikes-hit-hospitals-northern-syria-160215090444178.html",Peace
"Turkey detains 771 people, including three suspected ISIL fighters, crossing border from Syria http://aje.io/4mff:=:http://www.aljazeera.com/news/2015/07/turkey-detains-771-people-crossing-border-syria-150707133325966.html",Peace
"Sen. Lindsey Graham said that President Donald J. Trump ""will have American blood on his hands if he abandons Kurds because ISIS will come back, and if any American is killed anywhere because a resurgent ISIS, it will fall on the Trump administration like it did (former President Barack) Obama.""",Peace
"More Syrian children were killed in 2016 than in any other year of the six-year conflict, UNICEF says.",Peace
"""Iraq and Iran are on the same side on every issue of concern in this part of the world. They're on the same page with regard to Syria. They're on the same page with regard to the Kurdish region.""",Peace
LIVE: US special forces have conducted a raid in northern Syria targeting ISIL leader Abu Bakr al-Baghdadi. These exclusive pictures show the aftermath of that strike on a house in the province of Idlib.,Peace
"Syria's Palmyra Temple of Bel is 2,000 years old. Islamic State militants are destroying it, witnesses say",Peace
"The identity of the two killed people remains unknown, sources told Al Jazeera. They both appeared to have been cut into several pieces before being hanged. http://aje.io/ngza:=:http://www.aljazeera.com/news/2016/05/syria-army-commander-poses-dead-bodies-160521153719429.html",Peace
Eastern Ghouta is still under intensified government airstrikes despite being one of the de-escalation zones in Syria.,Peace
Heavy fighting is taking place in northeastern Syria as Turkey steps up its push against Kurdish forces in the region.,Peace
"""There is going to be division of Syria and obviously the most powerful parties in Syria will be Russia and the United States.""",Peace
"""I think this was the breaking point for Secretary Mattis, who's never been known to quit anything. Every star that he has on his shoulders was earned in the blood and the mud of battle, and that has to be taken into account."" Former Defense Secretary William Cohen discusses James Mattis' resignation and President Donald J. Trump's plan to withdraw troops from Syria. https://cnn.it/2BHXGqv:=:https://www.cnn.com/2018/12/20/politics/donald-trump-james-mattis-out/index.html?utm_medium=social&utm_source=fbCNN&utm_content=2018-12-21T02:07:15",Peace
This is what life underneath the Kremlin's bombs. (via People and Power),Peace
Pot dealers are in overdrive in Lebanon Al Jazeera's Imtiaz Tyab reports.,Peace
"""I remain convinced that a lasting defeat of ISIL in Syria will depend in part on the success of local, motivated, and capable ground forces,"" US Defense Secretary Ash Carter said in a statement on Friday. http://aje.io/9cgv:=:http://www.aljazeera.com/news/2015/10/overhaul-syria-rebel-training-programme-151009133250518.html",Peace
Authorities in Syria say they have been forced to cut water supplies to the capital after rebels reportedly contaminated drinking water with diesel.,Peace
"Several commentators have observed, what the Spanish anti-ISIL fighters lack in military experience, they make up for in ideological fervour. http://aje.io/wjet:=:http://www.aljazeera.com/indepth/opinion/2015/04/spanish-leftists-join-fight-isil-150414115851880.html",Peace
"Sen. Chris Murphy credits President Trump for authorizing the US raid in Syria where ISIS leader Abu Bakr al-Baghdadi was killed. â€œGood news, but the overall sum of the actions that have happened in Syria over the course of the last couple of weeks are not good news for the United States.â€ https://cnn.it/2JrZsjW:=:https://www.cnn.com/politics/live-news/abu-bakr-al-baghdadi-isis-intl-hnk/index.html?utm_medium=social&utm_source=fbCNN&utm_content=2019-10-27T21:06:43",Peace
This Syrian refugee is raising birds to help him forget the horrors of war. Al Jazeera's Imtiaz Tyab reports.,Peace
"As his tenure as the UN human rights chief comes to an end, Zeid Ra'ad al-Hussein tells Talk to Al Jazeera that his job was to stand up for the rights of ordinary people and not to defend governments.",Peace
"US officials said Turkish-backed Syrian rebels and Kurdish forces had agreed to a temporary pause in fighting in northern Syria, while Turkey insisted it planned to continue military operations in the region.",Peace
"""This is the closest ISIL has ever been to the heart of Damascus.""",Peace
"""The building was full of families."" http://aje.io/rq8t:=:http://www.aljazeera.com/news/2016/07/air-strikes-pound-aleppo-eyes-syria-talks-160726132856836.html",Peace
"""I think staying in the street is safer than going to school.""",Peace
"The United Nations says that according to their records, 40 Syrians have applied for asylum in South Africa as the war continues unabated in Syria.",Peace
"When ISIL first started taking territory, the world didn't pay much attention. Then they took Mosul and suddenly all eyes were back on Iraq again. Since then, there have been hundreds of battles, gruesome killings that shocked the world, and a US-led campaign of air strikes. In this interactive map, we recall some of the key events. http://aje.io/w92x:=:http://trib.al/YcoVDkY",Peace
"Shahin Najib Al Ali, a justice council member in the Syrian city of Kobane, said civilians are travelling to tents set up along the border to act as ""human shields"" against Turkey's forces https://aje.io/sm3as:=:https://www.aljazeera.com/news/2019/10/syrian-kurds-determined-resist-turkish-operation-191011082442285.html",Peace
"For the first time since an international coalition began striking #ISIS, one of its pilots has been shot down and taken captive by the Islamist extremist group. http://cnn.it/16QpLus:=:http://www.cnn.com/2014/12/24/world/meast/syria-isis-shoots-down-warplane/index.html?sr=fb122414jordanianpilot1030aStoryLink",Peace
"""Many stores totally disappeared. I can't find a trace of a mini-market I used to buy things from."" http://aje.io/b8s5:=:http://www.aljazeera.com/indepth/features/2016/10/air-strikes-hit-largest-market-rebel-held-aleppo-161012140021035.html",Peace
"""There will be no more doctors in Syria.""",Peace
"#OnThisDay, Israel and Syria agreed to a ceasefire mediated by the UN, ending six days of armed conflict. Over 50 years on, consequences of the June 1967 Arab-Israeli war are still felt across the Middle East today: http://aje.io/nsjv:=:https://www.aljazeera.com/programmes/specialseries/2017/05/war-june-1967-170529070920911.html",Peace
"James Mattis: ""I can say authoritatively they [Syria] have retained some, it's a violation of the United Nations Security Council resolutions.""",Peace
"At least nine students have been killed by a mortar shell that hit a girls' school in the Syrian northeastern city of Deir Ezzor, according to state media and a monitoring group. The government blames ISIL for the attack. http://aje.io/8w8s:=:http://www.aljazeera.com/news/2015/12/girls-killed-syria-elementary-school-shelling-151222111935134.html",Peace
"Eight children among 23 killed in air raids on ISIL-held village, monitor says.",Peace
"Iranian Vice President Masoumeh Ebtekar tells Mehdi Hasan the ""people of Syria"" have the ""right to decide"". (via UpFront)",Peace
"Turkish Foreign Minister Mevlut Cavusoglu denounced the US as ""two-faced"" and said the badges were ""unacceptable"".",Peace
"""Don't be a tough guy. Don't be a fool!"" On the day Turkey launched its offensive in Syria, Trump sent a threatening letter to Erdogan: https://aje.io/c4sck",Peace
The situation is a 'living nightmare',Peace
"UK, France stunned, while Russia and Turkey sense opportunity to advance own agenda, as Trump says ISIL is defeated.",Peace
"BREAKING: Large crowd of protesters gathers near the US embassy in Baghdad, Iraq. It comes after the US conducted air attacks in Iraq and Syria against the pro-Iran Kataib Hezbollah armed group. Read more: https://aje.io/kdt9w:=:https://www.aljazeera.com/news/2019/12/30/are-the-us-and-iran-heading-for-a-confrontation-on-iraqi-soil?fbclid=IwAR219MOfvdhXNSba8Mp4S9wZgc_U65Wtg-DRtxnvkkuk4QY6DmQcml_4l6Q",Peace
"At least 23 civilians have been killed in a single day in tit-for-tat attacks by government forces, Russia and anti-government fighters in Syria's Aleppo, according to a monitoring group.",Peace
"""We got involved with hosting, because we were so deeply moved by the desperate plight of refugees from Syria as well as those from other countries and wanted to do whatever we could to help.""",Peace
â€œI actually thought it was a prank.â€ Rep. Mike Quigley reacts to President Trumpâ€™s letter to Turkish President Erdogan about Turkeyâ€™s offensive in northern Syria. â€œFor him to write this and to also say that it doesnâ€™t affect us is ignorance at the highest level.â€ https://cnn.it/2MQupiP:=:https://www.cnn.com/2019/10/16/politics/trump-recep-tayyip-erdogan-turkey-letter/index.html?utm_medium=social&utm_source=fbCNN&utm_content=2019-10-17T01:42:48,Peace
"""Turkey goes beyond supporting ISIS and Jabhat al-Nusra terrorist gangs to launch a blatant aggression on Syrian territory."" - Syria state television. http://aje.io/prgq:=:http://trib.al/VkSUNzk",Peace
"Critics argue that striking Syria will now will put civilian lives at risk and further complicate the Syrian Civil War, which has already killed hundreds of thousands. http://aje.io/rbx4:=:http://www.aljazeera.com/news/2015/12/uk-parliament-vote-strikes-isil-syria-151202032130733.html",Peace
"Since Abu Bakr al-Baghdadi declared himself a caliph of what he called the ""Islamic State"" one year ago, monitors say they have documented 3,027 executions carried out by ISIL, including those of 1,787 civilians, 74 of them children. http://aje.io/mj8k:=:http://www.aljazeera.com/news/2015/06/thousands-displaced-battles-rage-syria-hasakah-150629071640230.html",Peace
"Emmanuel Macron said he wanted to make his position ""very clear"" during a meeting with Vladimir Putin at Versailles.",Peace
"""Turkey will defend its territorial integrity. That is clear.""",Peace
America is now the only country outside or opposed to the climate deal.,Peace
"""Only the Syrian people define who's going to be the president, when to come, and when to go. They never said a single word regarding this,"" said Assad, insisting that his Russian counterpart had never raised the issue of political transition.",Peace
"""We were really scared from hearing all the missiles and the shooting"". BBC Newsround speaks to 11-year-old Manar about her journey from Syria to the UK http://www.bbc.co.uk/newsround/34266359",Peace
He fled Syria seven years ago. Now this refugee calls a historic London manor home. bbc.in/2CPrXGO:=:https://www.bbc.co.uk/news/av/uk-45751347/syrian-refugee-who-lives-in-a-historic-manor,Peace
The teenager living under siege in Syria.,Peace
Turkish president says could implement plans 'within a few weeks' to remove Kurdish YPG forces from Syrian border.,Peace
"Sources say UK PM Theresa May is prepared to take action in Syria, without Parliament's approval.",Peace
Turkey's president phones Russian counterpart as fighting in Syria threatens nearly one million trapped civilians.,Peace
"Explaining that the death toll was based on his own estimate, Staffan de Mistura said on Friday that it was not an official UN statistic. ""We had 250,000 as a figure two years ago,"" said de Mistura. ""Well, two years ago was two years ago.""",Peace
"ISIL now controls approximately 95,000sq km of land in nine out of 14 provinces since they declared their alleged caliphate - which puts them in control of almost half of the country, according to the Syrian Observatory for Human Rights http://aje.io/9lhx:=:http://www.aljazeera.com/news/2015/05/isil-expands-syria-territory-palmyra-capture-150521133817603.html",Peace
"An Al Jazeera reporter in the Syrian city of Homs was told that ISIL, on Sunday, detonated more than 30 tonnes of explosives at the temple, the largest and one of the most significant structures in the UNESCO-listed city.",Peace
"Founded over a year ago, the school has about 350 pupils between the first and ninth grades.",Peace
"Turkish President Recep Tayyip Erdogan has denounced comments by a senior US official urging protection for Kurdish allies as ""seriously mistaken"".",Peace
"Hundreds of casualties reported in air strikes on a marketplace near Damascus, Syria http://aje.io/dq5b:=:http://www.aljazeera.com/news/2015/08/casualties-air-raids-syrian-market-150816122817738.html",Peace
"Turkey also revealed they were working with governments around the globe to impede would-be recruits from using Turkey as a transit point, adding that up to 14,500 people worldwide were on a â€˜no flyâ€™ list to the country. http://aje.io/hxtp:=:http://www.aljazeera.com/news/2015/05/south-africa-investigate-isil-recruitment-150530143523747.html",Peace
"Ahmad Khalil knew that his family's days in Syria were numbered when security forces and militia cordoned off his neighbourhood in Damascus in April 2013. He says the massacre began shortly after. ""The attack was atrocious. We saw knives and cleavers and witnessed killings by the Syrian regime and militia,"" said Khalil. ""That's when I decided we had to flee Syria as soon as possible, by any means necessary."" Watch: http://aje.io/6aaf:=:http://www.aljazeera.com/programmes/compass/2015/07/invisible-railroad-syrian-refugees-150731113458865.html",Peace
"The UN secretary-general has warned that Syria's people feel increasingly abandoned by the world as their country's crisis enters its fifth year, and he called on President Bashar al-Assad by name to take decisive steps to end the conflict. ""Governments or movements that aspire to legitimacy do not massacre their own people,"" Ban Ki-moon said on Thursday. | Rad more: http://aje.io/w56e:=:http://trib.al/GChXYL2",Peace
"Al Jazeera's senior political analyst Marwan Bishara says the missile strikes by the US and its allies have solved little, since ""the man responsible for the use of chemical weapons in Syria remains at large.""",Peace
"Tracking Syria's deadly toxic chemical attacks: Hamish De Bretton, one of the world's leading chemical-weapons experts talks to Al Jazeera about his fact-finding missions to track down evidence of chemical-weapon attacks. De Bretton trains doctors inside Syria on how to collect samples of the attacks, instructs doctors and and first responders to treat chemical casualties and advises civilians on how to avoid becoming casualties. http://aje.io/w2rn:=:http://www.aljazeera.com/news/2015/04/tracking-syria-deadly-toxic-chemical-attacks-150417065804006.html",Peace
Unfolding humanitarian catastrophe' in Idlib as fighting approaches areas packed with civilians fleeing gov't push.,Peace
Turkey has summoned the US ambassador after a US State Department spokesman said Washington did not regard Syria's Kurdish Democratic Union Party (PYD) as a terrorist organisation http://aje.io/tn3s:=:http://www.aljazeera.com/news/2016/02/turkey-washington-ambassador-support-syrian-kurds-pyd-160209184552483.html,Peace
"""We are still hearing the declarations and we should wait for actions and then decide."" Syrian President Assad says Syria is waiting for US action on negotiations, after US Secretary of State Kerry's remarks that Syrian government should be included in talks to reach a political transition. http://aje.io/tp4l:=:http://trib.al/VEzToAm",Peace
"The United Nations says areas ""packed with civilians"" have been hit.",Peace
"The United Nations High Commissioner for Refugees (UNHCR) says it has now registered almost four million Syrian refugees spread across the region, with the highest number located in Turkey. With the conflict in Syria now in its fifth year, 7.6 million people have been internally displaced, 3.98 million people have fled the country and thousands more are waiting to be registered as refugees, the UN says. http://aje.io/ank8:=:http://www.aljazeera.com/news/2015/06/syrian-refugees-million-intense-fighting-150606051731216.html",Peace
"The decision came amid increasing tension between the US and Russia, which warned it would track coalition aircraft in Syria as potential ""targets"" and halted a military hotline with Washington over the incident.",Peace
Kremlin: Turkey provided Russian forces with the target location for air strikes in Syria that accidentally killed three Turkish soldiers.,Peace
"""Once again, diplomacy failed the people of Aleppo."" http://aje.io/e6xh:=:http://www.aljazeera.com/news/2016/10/syria-war-lausanne-meeting-fails-break-deadlock-161015191500469.html",Peace
"US-backed Syrian Democratic Forces say a prominent politician, her driver, members of Kurdish security forces and several civilians were killed by Turkish-backed militants in Syria on Saturday, after videos circulating online appeared to show the killings.",Peace
Egypt and Saudi Arabia have denied reports of discord among the close allies over the latter's support of rebels fighting the government of President Bashar al-Assad in Syria. http://aje.io/bpp8:=:http://www.aljazeera.com/news/2015/05/egypt-saudi-arabia-deny-split-syria-150531142518092.html,Peace
Is the US air strike in Syria a one-off or the start of military action against the Assad's regime? Read here: http://bbc.in/2oRJCmP:=:http://www.bbc.co.uk/news/world-us-canada-39531045?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,Peace
US-backed Syrian fighters 'capture' the country's largest gas field from ISIL.,Peace
"""People get a burning in their throats, their eyes tear up. Their lungs fill with fluid. Your body simply will not let you bring in air."" http://aje.io/a6b7:=:http://www.aljazeera.com/news/2017/02/hrw-syria-carried-chemical-attacks-aleppo-170213194810207.html",Peace
"""I wish I had new shoes and sweets."" This is what life is like for children under siege on the outskirts of Damascus.",Peace
"""I'd love to go to school and study, but there are no schools here."" Ghalia lives in a refugee camp in northern Syria. She should be learning how to read and write. Instead, she does chores.",Peace
"President Donald J. Trump is considering a blanket ban on refugees for up to four months. The plan also bars all persons from Iraq, Syria, Iran, Sudan, Libya, Somalia or Yemen from entering the US for 30 days",Peace
The ISIL losses come just days after several rebel groups announced a major military operation against ISIL in border villages. http://aje.io/qdr8:=:http://www.aljazeera.com/news/2015/08/syria-rebels-repel-isil-advances-turkey-border-150817171428625.html,Peace
"""There is no human being in Eastern Ghouta who would accept packing up, leaving this city, and handing it over to the government - even if that means being killed.""",Peace
Why do we focus on the threat to historic sites given the staggering loss of life in Syria?,Peace
"This is the unique story of the Ayachis, a French-Syrian Muslim family who trade their peaceful lives in Europe for revolution in Syria. (via Witness - Al Jazeera)",Peace
"BREAKING: Turkey launches long-threatened military operation in northeast Syria to remove Kurdish-led forces from the border area and create a ""safe zone"" to resettle millions of Syrian refugees. Follow latest updates: https://aje.io/2y5am:=:https://www.aljazeera.com/news/2019/10/10/turkey-syria-border-all-the-latest-updates",Peace
"More than 850,000 civilians are trying to flee a brutal war in Syria. The vast majority are women and children. Graphic warning: Parts of the video may be disturbing to some viewers. https://cnn.it/2HuamnQ:=:https://www.cnn.com/2018/02/19/middleeast/syria-eastern-ghouta-airstrikes/index.html?utm_medium=social&utm_source=fbCNN&utm_content=2020-02-17T12:06:07",Peace
"""Procedurally sloppy, morally reprehensible and strategically dumb,"" says independent Sen. Angus King on President Trump's move to pull troops from Syria. ""â€¦This is one of the worst decisions that I've seen one of our leaders make â€¦ there's nothing good about this decision."" https://cnn.it/2OBDxu6:=:https://www.cnn.com/2019/10/09/politics/turkey-syria-us-anger-ramifications/index.html?utm_medium=social&utm_source=fbCNN&utm_content=2019-10-10T02:28:00",Peace
"CNN got a rare glimpse of what it's like inside one of the most brutal battlefields in Syria, the former ISIS stronghold Deir Ezzor http://cnn.it/2xtcys1:=:http://www.cnn.com/2017/09/16/politics/russia-fires-on-us-backed-forces/index.html?sr=fbCNN091817russia-fires-on-us-backed-forces0141PMVODtopLink",Peace
"""We will not agree to any topic outside the statement of principles we presented to the UN. We just won't accept it,"" Assad defiantly told parliament. http://aje.io/7fx5:=:http://www.aljazeera.com/news/2016/06/defiant-assad-vows-liberate-inch-syria-160607114315788.html",Peace
"""An American withdrawal at this time will be a big win for ISIS [IS], Iran, Bashar al-Assad of Syria, and Russia.""",Peace
"The US military coalition operating in Manbij said soldiers there have the right defend themselves against any attack, and wouldn't hesitate to do so.",Peace
"Government helicopters dropped at least 12 barrel bombs on the city, as the army used several surface-to-surface missiles to target opposition fighters in an attempt to recapture the city and push to seize the last rebel stronghold along Lebanon's border. http://aje.io/py25:=:http://www.aljazeera.com/news/2015/07/syria-army-hezbollah-storm-rebel-held-zabadani-150705100934545.html",Peace
"As the senior deputy to ISIL chief Abu Bakr al-Baghdadi, al-Hayali was the primary coordinator for moving large amounts of weapons, explosives, vehicles and people between Iraq and Syria.",Peace
"The withdrawal, announced by the White House late Sunday, was swiftly condemned by a bipartisan group of politicians.",Peace
"""Hospitals have been targeted with such frequency and precision that it is difficult to avoid the conclusion that this must be deliberate policy."" http://aje.io/p4f7:=:http://www.aljazeera.com/news/2016/10/syria-uk-icc-probe-alleged-russian-war-crimes-161011154527735.html",Peace
"No further action announced as leaders stress 'support for Syria's right' over Golan, push for Palestinian statehood.",Peace
A French suspect in the deadly Paris attacks claimed by ISIL has been killed in an air strike by US coalition forces in Syria http://aje.io/rqtu:=:http://www.aljazeera.com/news/2015/12/military-paris-attacks-suspect-killed-syria-151229161012648.html,Peace
"How Washington's ""maximum pressure"" campaign against Tehran has weakened Iranian influence over the Syrian regime and allowed Russia to make significant gains at its expense â€” #AJOpinion, by political analyst and researcher Ali Bakeer.",Peace
On Inside Story: Some Western countries are turning to Iran to reach a resolution for the conflict in Syria. These countries also believe Syrian President Bashar al-Assad can become part of the solution. But can Iran deliver? And why the sudden change in policy towards Assad? http://aje.io/m2l9:=:http://www.aljazeera.com/programmes/insidestory/2015/09/iran-syria-150927202302636.html,Peace
"At least 45 civilians were killed, and dozens were wounded, when government helicopters dropped barrel bombs on a crowded market the city of Al-Bab and in eastern neighbourhoods of Aleppo, the Britain-based Syrian Observatory for Human Rights said. http://aje.io/7m54:=:http://www.aljazeera.com/news/2015/05/syria-barrel-bomb-attacks-kill-dozens-civilians-150530084851994.html",Peace
"Rebel commander: ""When the regime began to lose control of some areas ... the Russian jets began their operations.""",Peace
"President Donald J. Trump also falsely claimed the Kurds ""are much safer now"" despite his recent decision to pull US forces out of northern Syria",Peace
Tens of thousands have fled border region as Turkey's military pushes into Kurdish-held areas in northeastern Syria.,Peace
"Group says death toll in offensive that began in April includes 130 children, with more than 2,000 people wounded.",Peace
LIVE: Turkey's President Recep Tayyip Erdogan addresses members of parliament and speaks about the situation in Syria. All the latest updates: https://aje.io/22sfv:=:https://www.aljazeera.com/news/2020/02/turkey-syria-tensions-escalate-troops-killed-live-updates-200228104334749.html,Peace
"""The Palestine solidarity movement is facing an unprecedented internal crisis."" - Sharif Nashashibi",Peace
"10-year-old Abdullah Omar saw his father being killed by soldiers in his village in Syria. When he went to the Maram orphanage in Reyhanli, Turkey, he was struggling with severe behavioural issues. Al Jazeera's Hassan Ghani visited the orphanage to hear his story.",Peace
"At least 150 US soldiers have entered Kurdish-controlled territory in northeastern Syria, the government's official news agency has reported.",Peace
"""Excluding ISIL and Nusra can be a ploy by the regime and their allies to keep slaughtering our civilians and trying to finish off the real Syrian opposition.""",Peace
"""There is no follow-up plan,"" Labour leader, Jeremy Corbyn sets out his argument against UK air strikes in Syria bbc.in/1NgouKx:=:http://www.bbc.co.uk/news/uk-politics-34956795",Peace
"""Come to Syria. It's a beautiful country!"" It's not only families going home - tourists are among the thousands queuing to cross into Syria. bbc.in/2DRr0f8:=:https://www.bbc.co.uk/news/av/world-47260450/the-syrians-returning-home-after-years-of-fleeing-war",Peace
"""Field hospitals, ambulance and civil defence personnel are being targeted the most in the last few days, especially with cluster bombs."" - Ibrahim al-Hajj, Syrian Civil Defence",Peace
"""Ivanka is a mother of three kids and she has influence. I'm sure she said: 'Listen, this is horrible stuff,'"" Eric Trump said.",Peace
"Weâ€™re showing live pictures from Damascus, Syria as a nationwide ceasefire between the Syrian government and opposition groups comes into effect at midnight local time.",Peace
James Le Mesurier reportedly fell from the balcony of his home office and his death is being treated as suspected suicide.,Peace
"Manar raps about war and freedom on a cold European night in Witness - Al Jazeera documentary, On The Bride's Side. When a poet and journalist meet five Palestinian and Syrian refugees in Milan, fleeing the war in Syria, they decide to help them complete their journey to Sweden. Watch: http://bit.ly/1jBsoH7:=:http://www.aljazeera.com/programmes/witness/2015/10/refugees-bride-side-151020134012752.html",Peace
"Chemical attack in Syria kills 58 people, including 11 children. Dozens left ""fainting, vomiting, foaming at the mouth"". Also, South Africa's credit rating has been downgraded to ""junk"" status.",Peace
"The report said that Russian air strikes had minimal effect on ISIL, they directly enabled the Assad government to advance against other groups and they weakened the US-backed opposition more than it did ISIL. http://aje.io/mjrt:=:http://www.aljazeera.com/news/2016/04/report-russia-forces-rarely-targeted-isil-syria-160405201942969.html",Peace
"In 2013, there were 1.1 million Syrian refugee children as a result of the civil war. Of those children: - More than 3,700 were orphans - 77% had no official birth certificate - 29% of children surveyed did not leave the house six days a week out of fear",Peace
"""Mexico is the most dangerous country in the world for journalists, even more dangerous than Afghanistan and Syria."" - Anabel HernÃ¡ndez, journalist and 2019 recipient of the DW Deutsche Welle Freedom of Speech Award at the DW Global Media Forum. via DW Freedom",Peace
The arrests come days after Iran's Revolutionary Guards fired missiles from western Iran at ISIL positions in eastern Syria in retaliation for two attacks in Tehran earlier this month. http://aje.io/usg8:=:http://www.aljazeera.com/news/2017/06/iran-foils-plot-bomb-religious-centres-170624182140888.html,Peace
Babies and wounded patients were evacuated after Russian airstrikes hit a hospital in Syria http://cnn.it/2sfdaR5:=:https://www.cnn.com/videos/world/2018/02/07/russian-airstrikes-hit-syria-lc-orig.cnn?sr=fbCNN020718070424PMVideo,Peace
Where will this escalation lead?,Peace
"A Dutch squadron of four F-16 fighter jets is already stationed in Jordan, but was hitherto limited to striking ISIL positions in Iraq. http://aje.io/hnp6:=:http://www.aljazeera.com/news/2016/01/dutch-jets-join-bombing-isil-targets-syria-160129174717499.html",Peace
"The US demands an ""immediate ceasefire"" as Turkish troops continue their offensive in northern Syria.",Peace
THE LATEST: US Secretary of State Mike Pompeo denies giving Turkey operation 'green light' for a military offensive into Syria.,Peace
"The trip to Moscow, made at Netanyahu's request, came a week after a visit to Washington where he met with US President Donald Trump at the White House.",Peace
"Hezbollah ""now possesses precision missiles and non-precision weapons capabilities"".",Peace
"Trump administration new travel restrictions | What you need to know â€¢ The new travel restrictions are on certain foreigners from Chad, Iran, Libya, North Korea, Somalia, Syria, Venezuela and Yemen. â€¢ The list of countries notably includes North Korea and Venezuela. â€¢ The restrictions on travel vary by country and include a phased-in approach. â€¢ Sudan is no longer on the list.",Peace
"With more than 160,000 asylum-seekers arriving to the country of 9.5 million in 2015, mainly from Syria, Iraq and Afghanistan, accommodation for new arrivals is running out. http://aje.io/cfag:=:http://www.aljazeera.com/news/2016/01/sweden-border-id-controls-refugees-160103192940427.html",Peace
"Iraq has announced it carried out ""deadly"" air strikes against fighters of the Islamic State of Iraq and the Levant (ISIL, also known as ISIS) group, situated in pockets inside neighbouring Syria.",Peace
"As Turkey launches air and ground attacks on Kurdish fighters in northern Syria, how will the new front in the war affect US-Turkey relations?",Peace
#AJEOpinion Hezbollah cannot afford to retaliate against Israel â€“ but can it afford not to? http://aje.io/4rvu:=:http://trib.al/KDP9Hzd,Peace
"""They feel that if they stay inside Aleppo, the siege is only going to get worse and the humanitarian crisis is only going to increase. They say if they leave, they fear they will be treated harshly by Syrian forces.""",Peace
"Fighters of Syria's al-Qaeda affiliate and its allies have overrun the last major government-held city in the northwestern province of Idlib, according to monitoring group. http://aje.io/b3x7:=:http://www.aljazeera.com/news/2015/04/reports-syria-goverment-loses-stronghold-idlib-150425083733226.html",Peace
Syrian refugee Alex Assali is giving back to Germany.,Peace
Aleppo ceasefire collapses leaving civilians waiting for safe passage to leave the city. AJ NewsGrid speaks to those trapped inside. Share your questions and thoughts in the comments.,Peace
"""I don't think Turkey has offensive intention and capability to militarily intervene in the Idlib conundrum.""",Peace
"""You have to keep cleaning this area and to push the terrorists to Turkey."" http://aje.io/pfem:=:http://www.aljazeera.com/news/2016/10/syria-aleppo-pounded-assad-vows-clean-city-161014084949200.html",Peace
"The US military targeted the leader of ISIS, Abu Bakr al-Baghdadi, in a raid in northwest Syria on Saturday, according to a senior US defense official. President Donald Trump is scheduled to make a major announcement at the White House on Sunday at 9 a.m. Trump stoked speculation when he tweeted Saturday evening ""something very big has just happened!""",Peace
"""Right now we're not getting along with Russia at all."" http://aje.io/rgj3:=:http://www.aljazeera.com/news/2017/04/trump-russia-170413001737409.html",Peace
"""[German officials] don't understand that I was born in Syria but I don't have a Syrian passport. It's very unusual for them""",Peace
"Opinion: ""There should be no doubt in anybody's mind at the scale of horror that the Islamic State of Iraq and the Levant (ISIL) is determined to inflict on any one in order to further the caliphate and repress dissent, so clearly personified by Friday's horrific attacks in France, Tunisia and Kuwait."" Hamish de Bretton-Gordon, a chemical weapons adviser to NGOs working in Syria and Iraq, writes for Al Jazeera.",Peace
"""2019 will not bring much positive change to the region: Ongoing conflicts are unlikely to be resolved, some may even get worse and new ones may break out. There will be major shifts in the balance of power on the ground in Syria, more tensions in Palestine and Yemen, an escalation in the US-Iran confrontation and persisting antagonism in the Gulf."" - #AJOpinion by Marwan Kabalan.",Peace
Air raids and artillery fire pound border region before Turkish troops cross into Syria east of the Euphrates.,Peace
Rescue groups warn they have no more fuel for their vehicles as neighbourhoods in the city's besieged east continue to fall into government hands.,Peace
"In this remarkable film, Danish filmmaker Nagieb Khaja finds out why young foreign Muslims are being drawn to the conflict in Syria. Watch : http://aje.io/d8tb:=:http://trib.al/dIrUYap",Peace
"The US commander who has been leading the war against ISIS says he disagreed with President Donald J. Trump's decision to pull troops out of Syria and warns that the terror group is far from defeated, in a stark public break with the President. CNN's Barbara Starr reports live from Muscat, Oman: cnn.it/2DFUFrF:=:https://www.cnn.com/2019/02/15/politics/joseph-votel-troops-syria-intl/index.html?sr=twCNN021519joseph-votel-troops-syria-intl0621AMVODtop",Peace
"Militants in northern #Iraq have reportedly massacred at least 80 men from the Yazidi faith in one village, as well as abducting women and children: It's thought 200,000 people are now in refugee camps in Kurdish-controlled Iraq and also in parts of Syria, where we filmed this report",Peace
"A mass grave of 40 bodies was discovered by the Syrian army in the ancient city of Palmyra in Homs province, state news agency SANA reported. http://aje.io/scsx:=:http://www.aljazeera.com/news/2016/04/mass-grave-discovered-syria-ancient-palmyra-city-160402125704244.html",Peace
"""I think we have to look at this in terms of what's happening [with refugees] in Syria, what's happening in Venezuela.""",Peace
